Period,KBP,Value
2024-10-01,KBP1616M,7.81
2024-10-01,KBP1617M,8.18
2024-10-01,KBP1618M,8.4
2024-10-01,KBP1619M,8.46
2024-10-01,KBP1620M,8.58
2024-10-01,KBP1621M,8.91
2024-10-01,KBP1622M,9.29
2024-10-01,KBP1623M,10.29
2024-10-01,KBP1624M,7.95
2024-10-01,KBP1625M,7.5
2024-10-01,KBP1485M,8.0
2024-11-01,KBP1600M,4.52
2024-11-01,KBP1601M,7.65
2024-11-01,KBP1602M,7.4
2024-11-01,KBP1603M,7.31
2024-11-01,KBP1604M,3.06
2024-11-01,KBP1605M,7.6
2024-11-01,KBP1606M,7.68
2024-11-01,KBP1607M,7.91
2024-11-01,KBP1608M,8.38
2024-11-01,KBP1609M,8.58
2024-11-01,KBP1610M,9.07
2024-11-01,KBP1611M,9.59
2024-11-01,KBP1612M,9.64
2024-11-01,KBP1613M,2.36
2024-11-01,KBP1614M,7.19
2024-11-01,KBP1615M,4.96
2024-11-01,KBP1616M,7.69
2024-11-01,KBP1617M,7.93
2024-11-01,KBP1618M,8.29
2024-11-01,KBP1619M,8.52
2024-11-01,KBP1620M,8.45
2024-11-01,KBP1621M,8.8
2024-11-01,KBP1622M,9.2
2024-11-01,KBP1623M,10.09
2024-11-01,KBP1624M,7.86
2024-11-01,KBP1625M,7.38
2024-11-01,KBP1485M,7.75
2024-12-01,KBP1600M,4.46
2024-12-01,KBP1601M,7.57
2024-12-01,KBP1602M,7.37
2024-12-01,KBP1603M,7.27
2024-12-01,KBP1604M,2.99
2024-12-01,KBP1605M,7.51
2024-12-01,KBP1606M,7.67
2024-12-01,KBP1607M,7.85
2024-12-01,KBP1608M,8.4
2024-12-01,KBP1609M,8.54
2024-12-01,KBP1610M,9.07
2024-12-01,KBP1611M,9.58
2024-12-01,KBP1612M,9.67
2024-12-01,KBP1613M,2.43
2024-12-01,KBP1614M,7.18
2024-12-01,KBP1615M,4.89
2024-12-01,KBP1616M,7.61
2024-12-01,KBP1617M,7.92
2024-12-01,KBP1618M,8.17
2024-12-01,KBP1619M,8.39
2024-12-01,KBP1620M,8.41
2024-12-01,KBP1621M,8.69
2024-12-01,KBP1622M,9.19
2024-12-01,KBP1623M,10.04
2024-12-01,KBP1624M,7.8
2024-12-01,KBP1625M,7.32
2024-12-01,KBP1485M,7.75
2025-01-01,KBP1600M,4.37
2025-01-01,KBP1601M,7.41
2025-01-01,KBP1602M,7.27
2025-01-01,KBP1603M,7.17
2025-01-01,KBP1604M,2.99
2025-01-01,KBP1605M,7.36
2025-01-01,KBP1606M,7.57
2025-01-01,KBP1607M,7.64
2025-01-01,KBP1608M,8.4
2025-01-01,KBP1609M,8.47
2025-01-01,KBP1610M,9.06
2025-01-01,KBP1611M,9.57
2025-01-01,KBP1612M,9.67
2025-01-01,KBP1613M,2.42
2025-01-01,KBP1614M,7.09
2025-01-01,KBP1615M,4.78
2025-01-01,KBP1616M,7.44
2025-01-01,KBP1617M,7.75
2025-01-01,KBP1618M,8.13
2025-01-01,KBP1619M,8.13
2025-01-01,KBP1620M,8.33
2025-01-01,KBP1621M,8.64
2025-01-01,KBP1622M,9.2
2025-01-01,KBP1623M,9.99
2025-01-01,KBP1624M,7.68
2025-01-01,KBP1625M,7.2
2025-01-01,KBP1485M,7.5
2025-02-01,KBP1600M,4.33
2025-02-01,KBP1601M,7.38
2025-02-01,KBP1602M,7.06
2025-02-01,KBP1603M,7.07
2025-02-01,KBP1604M,3.0
2025-02-01,KBP1605M,7.32
2025-02-01,KBP1606M,7.44
2025-02-01,KBP1607M,7.62
2025-02-01,KBP1608M,8.42
2025-02-01,KBP1609M,8.42
2025-02-01,KBP1610M,9.06
2025-02-01,KBP1611M,9.57
2025-02-01,KBP1612M,9.67
2025-02-01,KBP1613M,2.38
2025-02-01,KBP1614M,6.99
2025-02-01,KBP1615M,4.74
2025-02-01,KBP1616M,7.42
2025-02-01,KBP1617M,7.7
2025-02-01,KBP1618M,8.1
2025-02-01,KBP1619M,8.12
2025-02-01,KBP1620M,8.23
2025-02-01,KBP1621M,8.58
2025-02-01,KBP1622M,9.12
2025-02-01,KBP1623M,9.83
2025-02-01,KBP1624M,7.5
2025-02-01,KBP1625M,7.11
2025-02-01,KBP1485M,7.5
2025-03-01,KBP1600M,4.34
2025-03-01,KBP1601M,7.35
2025-03-01,KBP1602M,7.07
2025-03-01,KBP1603M,7.04
2025-03-01,KBP1604M,3.07
2025-03-01,KBP1605M,7.29
2025-03-01,KBP1606M,7.41
2025-03-01,KBP1607M,7.54
2025-03-01,KBP1608M,8.45
2025-03-01,KBP1609M,8.36
2025-03-01,KBP1610M,9.06
2025-03-01,KBP1611M,9.58
2025-03-01,KBP1612M,9.68
2025-03-01,KBP1613M,2.35
2025-03-01,KBP1614M,7.0
2025-03-01,KBP1615M,4.72
2025-03-01,KBP1616M,7.4
2025-03-01,KBP1617M,7.68
2025-03-01,KBP1618M,8.04
2025-03-01,KBP1619M,7.96
2025-03-01,KBP1620M,8.16
2025-03-01,KBP1621M,8.53
2025-03-01,KBP1622M,9.08
2025-03-01,KBP1623M,9.82
2025-03-01,KBP1624M,7.47
2025-03-01,KBP1625M,7.06
2025-03-01,KBP1485M,7.5
2025-04-01,KBP1600M,4.37
2025-04-01,KBP1601M,7.32
2025-04-01,KBP1602M,7.04
2025-04-01,KBP1603M,7.02
2025-04-01,KBP1604M,3.04
2025-04-01,KBP1605M,7.25
2025-04-01,KBP1606M,7.41
2025-04-01,KBP1607M,7.59
2025-04-01,KBP1608M,8.47
2025-04-01,KBP1609M,8.31
2025-04-01,KBP1610M,9.03
2025-04-01,KBP1611M,9.56
2025-04-01,KBP1612M,9.67
2025-04-01,KBP1613M,2.38
2025-04-01,KBP1614M,6.99
2025-04-01,KBP1615M,4.77
2025-04-01,KBP1616M,7.37
2025-04-01,KBP1617M,7.68
2025-04-01,KBP1618M,7.9
2025-04-01,KBP1619M,7.89
2025-04-01,KBP1620M,8.1
2025-04-01,KBP1621M,8.43
2025-04-01,KBP1622M,9.06
2025-04-01,KBP1623M,9.78
2025-04-01,KBP1624M,7.44
2025-04-01,KBP1625M,7.04
2025-04-01,KBP1485M,7.5
2025-05-01,KBP1600M,4.62
2025-05-01,KBP1601M,7.19
2025-05-01,KBP1602M,6.92
2025-05-01,KBP1603M,6.95
2025-05-01,KBP1604M,3.0
2025-05-01,KBP1605M,7.08
2025-05-01,KBP1606M,7.18
2025-05-01,KBP1607M,7.36
2025-05-01,KBP1608M,8.48
2025-05-01,KBP1609M,8.21
2025-05-01,KBP1610M,8.99
2025-05-01,KBP1611M,9.56
2025-05-01,KBP1612M,9.67
2025-05-01,KBP1613M,2.34
2025-05-01,KBP1614M,6.89
2025-05-01,KBP1615M,5.07
2025-05-01,KBP1616M,7.24
2025-05-01,KBP1617M,7.49
2025-05-01,KBP1618M,7.79
2025-05-01,KBP1619M,7.75
2025-05-01,KBP1620M,8.01
2025-05-01,KBP1621M,8.28
2025-05-01,KBP1622M,9.11
2025-05-01,KBP1623M,9.74
2025-05-01,KBP1624M,7.28
2025-05-01,KBP1625M,6.97
2025-05-01,KBP1485M,7.25
2025-06-01,KBP1600M,4.67
2025-06-01,KBP1601M,7.11
2025-06-01,KBP1602M,6.86
2025-06-01,KBP1603M,6.9
2025-06-01,KBP1604M,2.99
2025-06-01,KBP1605M,6.99
2025-06-01,KBP1606M,7.18
2025-06-01,KBP1607M,7.35
2025-06-01,KBP1608M,8.49
2025-06-01,KBP1609M,8.16
2025-06-01,KBP1610M,8.97
2025-06-01,KBP1611M,9.56
2025-06-01,KBP1612M,9.67
2025-06-01,KBP1613M,2.37
2025-06-01,KBP1614M,6.84
2025-06-01,KBP1615M,5.16
2025-06-01,KBP1616M,7.18
2025-06-01,KBP1617M,7.47
2025-06-01,KBP1618M,7.44
2025-06-01,KBP1619M,7.78
2025-06-01,KBP1620M,7.93
2025-06-01,KBP1621M,8.3
2025-06-01,KBP1622M,8.99
2025-06-01,KBP1623M,9.65
2025-06-01,KBP1624M,7.2
2025-06-01,KBP1625M,6.93
2025-06-01,KBP1485M,7.25
2025-07-01,KBP1600M,4.58
2025-07-01,KBP1601M,7.07
2025-07-01,KBP1602M,6.73
2025-07-01,KBP1603M,6.84
2025-07-01,KBP1604M,2.96
2025-07-01,KBP1605M,6.98
2025-07-01,KBP1606M,7.13
2025-07-01,KBP1607M,7.34
2025-07-01,KBP1608M,8.52
2025-07-01,KBP1609M,8.1
2025-07-01,KBP1610M,8.93
2025-07-01,KBP1611M,9.56
2025-07-01,KBP1612M,9.66
2025-07-01,KBP1613M,2.32
2025-07-01,KBP1614M,6.83
2025-07-01,KBP1615M,5.06
2025-07-01,KBP1616M,7.13
2025-07-01,KBP1617M,7.44
2025-07-01,KBP1618M,7.38
2025-07-01,KBP1619M,7.75
2025-07-01,KBP1620M,7.83
2025-07-01,KBP1621M,8.22
2025-07-01,KBP1622M,8.89
2025-07-01,KBP1623M,9.64
2025-07-01,KBP1624M,7.02
2025-07-01,KBP1625M,6.85
2025-07-01,KBP1485M,7.25
2025-08-01,KBP1600M,4.37
2025-08-01,KBP1601M,6.9
2025-08-01,KBP1602M,6.64
2025-08-01,KBP1603M,6.68
2025-08-01,KBP1604M,2.87
2025-08-01,KBP1605M,6.74
2025-08-01,KBP1606M,6.9
2025-08-01,KBP1607M,7.1
2025-08-01,KBP1608M,8.51
2025-08-01,KBP1609M,8.04
2025-08-01,KBP1610M,8.9
2025-08-01,KBP1611M,9.56
2025-08-01,KBP1612M,9.68
2025-08-01,KBP1613M,2.29
2025-08-01,KBP1614M,6.7
2025-08-01,KBP1615M,4.77
2025-08-01,KBP1616M,7.0
2025-08-01,KBP1617M,7.21
2025-08-01,KBP1618M,7.4
2025-08-01,KBP1619M,7.57
2025-08-01,KBP1620M,7.71
2025-08-01,KBP1621M,8.05
2025-08-01,KBP1622M,8.8
2025-08-01,KBP1623M,9.54
2025-08-01,KBP1624M,6.91
2025-08-01,KBP1625M,6.65
2025-08-01,KBP1485M,7.0
2025-09-01,KBP1600M,4.63
2025-09-01,KBP1601M,6.89
2025-09-01,KBP1602M,6.52
2025-09-01,KBP1603M,6.68
2025-09-01,KBP1604M,2.97
2025-09-01,KBP1605M,6.75
2025-09-01,KBP1606M,6.9
2025-09-01,KBP1607M,7.11
2025-09-01,KBP1608M,8.53
2025-09-01,KBP1609M,7.99
2025-09-01,KBP1610M,8.86
2025-09-01,KBP1611M,9.56
2025-09-01,KBP1612M,9.66
2025-09-01,KBP1613M,2.27
2025-09-01,KBP1614M,6.68
2025-09-01,KBP1615M,5.11
2025-09-01,KBP1616M,6.99
2025-09-01,KBP1617M,7.21
2025-09-01,KBP1618M,7.26
2025-09-01,KBP1619M,7.08
2025-09-01,KBP1620M,7.65
2025-09-01,KBP1621M,7.97
2025-09-01,KBP1622M,8.72
2025-09-01,KBP1623M,9.39
2025-09-01,KBP1624M,6.76
2025-09-01,KBP1625M,6.69
2025-09-01,KBP1485M,7.0
2025-10-01,KBP1600M,4.46
2025-10-01,KBP1601M,6.84
2025-10-01,KBP1602M,6.51
2025-10-01,KBP1603M,6.63
2025-10-01,KBP1604M,3.03
2025-10-01,KBP1605M,6.73
2025-10-01,KBP1606M,6.89
2025-10-01,KBP1607M,7.11
2025-10-01,KBP1608M,8.38
2025-10-01,KBP1609M,7.94
2025-10-01,KBP1610M,8.84
2025-10-01,KBP1611M,9.57
2025-10-01,KBP1612M,9.66
2025-10-01,KBP1613M,2.26
2025-10-01,KBP1614M,6.67
2025-10-01,KBP1615M,4.87
2025-10-01,KBP1616M,6.91
2025-10-01,KBP1617M,7.2
2025-10-01,KBP1618M,7.23
2025-10-01,KBP1619M,7.05
2025-10-01,KBP1620M,7.58
2025-10-01,KBP1621M,7.96
2025-10-01,KBP1622M,8.68
2025-10-01,KBP1623M,9.27
2025-10-01,KBP1624M,6.76
2025-10-01,KBP1625M,6.6
2025-10-01,KBP1485M,7.0
2025-11-01,KBP1600M,4.49
2025-11-01,KBP1601M,6.68
2025-11-01,KBP1602M,6.54
2025-11-01,KBP1603M,6.56
2025-11-01,KBP1604M,2.96
2025-11-01,KBP1605M,6.61
2025-11-01,KBP1606M,6.67
2025-11-01,KBP1607M,6.96
2025-11-01,KBP1608M,8.39
2025-11-01,KBP1609M,7.91
2025-11-01,KBP1610M,8.78
2025-11-01,KBP1611M,9.57
2025-11-01,KBP1612M,9.66
2025-11-01,KBP1613M,2.13
2025-11-01,KBP1614M,6.56
2025-11-01,KBP1615M,4.9
2025-11-01,KBP1616M,6.72
2025-11-01,KBP1617M,6.96
2025-11-01,KBP1618M,7.18
2025-11-01,KBP1619M,7.03
2025-11-01,KBP1620M,7.5
2025-11-01,KBP1621M,7.74
2025-11-01,KBP1622M,8.37
2025-11-01,KBP1623M,9.21
2025-11-01,KBP1624M,6.83
2025-11-01,KBP1625M,6.55
2025-11-01,KBP1485M,6.75
2025-12-01,KBP1600M,4.61
2025-12-01,KBP1601M,6.56
2025-12-01,KBP1602M,6.59
2025-12-01,KBP1603M,6.55
2025-12-01,KBP1604M,2.95
2025-12-01,KBP1605M,6.5
2025-12-01,KBP1606M,6.65
2025-12-01,KBP1607M,6.88
2025-12-01,KBP1608M,8.56
2025-12-01,KBP1609M,7.83
2025-12-01,KBP1610M,8.74
2025-12-01,KBP1611M,9.57
2025-12-01,KBP1612M,9.63
2025-12-01,KBP1613M,2.19
2025-12-01,KBP1614M,6.55
2025-12-01,KBP1615M,5.05
2025-12-01,KBP1616M,6.6
2025-12-01,KBP1617M,6.97
2025-12-01,KBP1618M,6.93
2025-12-01,KBP1619M,6.91
2025-12-01,KBP1620M,7.38
2025-12-01,KBP1621M,7.68
2025-12-01,KBP1622M,8.31
2025-12-01,KBP1623M,9.18
2025-12-01,KBP1624M,6.84
2025-12-01,KBP1625M,6.54
2025-12-01,KBP1485M,6.75
